title,subtopic,relevant_content
Talk:Consumer electronics,Merge timeline,"
The timeline part of the History section in this article seems like it does, or will eventually be duplicated with the [[Timeline of electrical and electronic engineering]] and I am proposing that we condense the timeline content in this article, put a {{tl|main}} tag on it, and merge it into the slightly broader [[Timeline of electrical and electronic engineering]]. --[[User:NickPenguin|<span style=""color:darkgreen;"">Nick</span>]][[User talk:NickPenguin|<span style=""color:darkblue;"">Penguin</span>]]<sub>([[Special:Contributions/NickPenguin|<span style=""color:blue;"">'''contribs'''</span>]])</sub> 04:00, 11 September 2014 (UTC)
:'''Support''': Condensing it should also mean putting it in [[WP:PROSE|prose]]. [[User:Finnusertop|Finnusertop]] ([[User_talk:Finnusertop|talk]] &#124; [[User:Finnusertop/guestbook|guestbook]] &#124; [[User:Finnusertop/contributions|contribs]]) 17:04, 11 September 2014 (UTC)

: '''Support''' but I have some doubts about the qualtiy of the machine translation. The terminology needs to be checked line by line and then it all needs to be put into prose.--[[User:Melody Lavender|Melody Lavender]] ([[User talk:Melody Lavender|talk]]) 19:25, 11 September 2014 (UTC)

: <s>Support</s>. I don't have a problem with the use of a condensed list format in the timeline for this article, as they're easy to read and obtain a general summary from. However, I also don't oppose a conversion to prose formatting, if anyone wants to perform this. A merge to Timeline of electrical and electronic engineering is fine for the bulk of the content. It will definitely take some time and significant work to reformat content to fit the table at the merge target, though.  [[User:Northamerica1000|NorthAmerica]]<sup>[[User_talk:Northamerica1000|1000]]</sup> 23:11, 11 September 2014 (UTC)
:'''Support''' agreed, per above. [[User:EuroCarGT|<span style=""color:cyan"">'''///Euro'''</span><span style=""color:grey"">'''Car'''</span>]][[User talk:EuroCarGT|<span style=""color:orange"">'''GT'''</span>]] 02:43, 12 September 2014 (UTC)
::A look at each item in both lists reveals a few date discrepancies discrepancy, invention of the triode and invention of the iconoscope, but otherwise both lists are completely different. If it wasn't the case that one was a table and the other in text form it would be an easy merge. --[[User:NickPenguin|<span style=""color:darkgreen;"">Nick</span>]][[User talk:NickPenguin|<span style=""color:darkblue;"">Penguin</span>]]<sub>([[Special:Contributions/NickPenguin|<span style=""color:blue;"">'''contribs'''</span>]])</sub> 05:24, 14 September 2014 (UTC)

{{Outdent|2}} '''Alternative to merge.''' We should move the material to [[Talk:Timeline of electrical and electronic engineering|the talkpage]] over at [[Timeline of electrical and electronic engineering]] instead of merging. There are three rationales for this: 1) The material is unsourced and therefor better as reference material to help editors determine how to expand that article. 2) As [[User:NickPenguin|NickPenguin]] said, the source and target articles use different forms and as such a merger would take considerable effort. 3) There is a comment from February 2014 at the talkpage of [[Timeline of electrical and electronic engineering]] suggesting that that article is already out of scope and should be split; adding more material now would be unhelpful to that end. [[User:Finnusertop|Finnusertop]] ([[User_talk:Finnusertop|talk]] &#124; [[User:Finnusertop/guestbook|guestbook]] &#124; [[User:Finnusertop/contributions|contribs]]) 19:07, 14 September 2014 (UTC)
:'''Comment''' I am afraid the two lists don't exactly overlap each other and merging may cause loss of some information. I prefer to leave them as they are. [[User:Nedim Ardoğa|Nedim Ardoğa]] ([[User talk:Nedim Ardoğa|talk]]) 19:45, 14 September 2014 (UTC)
::Would it be more appropriate to '''split''' this into [[Timeline of consumer electronics]]? I feel like the timeline it taking up 80% of the article, and detracting from the overall coverage of the subject. --[[User:NickPenguin|<span style=""color:darkgreen;"">Nick</span>]][[User talk:NickPenguin|<span style=""color:darkblue;"">Penguin</span>]]<sub>([[Special:Contributions/NickPenguin|<span style=""color:blue;"">'''contribs'''</span>]])</sub> 01:24, 15 September 2014 (UTC)
::*'''Support split'''. This would work out better, and would become a valid, workable [[WP:SPINOUT]] of this article. Struck the ""Support"" in my comment above. [[User:Northamerica1000|NorthAmerica]]<sup>[[User_talk:Northamerica1000|1000]]</sup> 01:38, 15 September 2014 (UTC)
:::'''Support''' splitting as what NickPenguin stated. The history section is a bit long and moving it to a separate article is ideal. [[User:EuroCarGT|<span style=""color:cyan"">'''///Euro'''</span><span style=""color:grey"">'''Car'''</span>]][[User talk:EuroCarGT|<span style=""color:orange"">'''GT'''</span>]] 20:41, 15 September 2014 (UTC)
According to [[Wikipedia:Translation]] Google ""translations"" aka Google garble are worse than nothing. So I've commented out the machine translated part of the second section. The Google garble in the first section has been edited many times, but still, it absolutely has to be reviewed by someone who speaks German. It's a technical text. Another alternative would be to keep only the most obvious and important points and simply delete the rest. Also, I will not be able to revise the whole thing in the near future. --[[User:Melody Lavender|Melody Lavender]] ([[User talk:Melody Lavender|talk]]) 05:57, 15 September 2014 (UTC)
:Yes, that was an error on my part. I really thought that the collaboration would be an exception to that rule, but the reality was it not. In hindsight it should have been translated bit by bit, so I apologize for that. --[[User:NickPenguin|<span style=""color:darkgreen;"">Nick</span>]][[User talk:NickPenguin|<span style=""color:darkblue;"">Penguin</span>]]<sub>([[Special:Contributions/NickPenguin|<span style=""color:blue;"">'''contribs'''</span>]])</sub> 13:57, 15 September 2014 (UTC)

:::'''Support split'''. But please make sure it has some sources so that it doesn't have to be nominated for deletion straight away. [[User:Finnusertop|Finnusertop]] ([[User_talk:Finnusertop|talk]] &#124; [[User:Finnusertop/guestbook|guestbook]] &#124; [[User:Finnusertop/contributions|contribs]]) 15:12, 15 September 2014 (UTC)
::::That is a good point, without sources a new article would be deleted rather quickly. With that in mind, I am at a loss with what to do with this content, fact checking each item would be very time consuming. I am actually surprised it is permitted on DeWiki, they are usually very strict about content. I would hate to remove potentially good content, but perhaps it is better gone? I am thinking about the advice [[Wikipedia:Article_size#Breaking_out_an_unwanted_section|contained here]]. --[[User:NickPenguin|<span style=""color:darkgreen;"">Nick</span>]][[User talk:NickPenguin|<span style=""color:darkblue;"">Penguin</span>]]<sub>([[Special:Contributions/NickPenguin|<span style=""color:blue;"">'''contribs'''</span>]])</sub> 17:29, 15 September 2014 (UTC)
:::::Rather than deleting, it could be moved to an article talk page (my original ""alternative to merge""), [[Wikipedia:Userfication|userified]] or moved to [[Wikipedia:Drafts|draft]] namespace. The advantage of all these namespaces (talk, user, draft) other than article is that they don't have notability and source requirements. [[User:Finnusertop|Finnusertop]] ([[User_talk:Finnusertop|talk]] &#124; [[User:Finnusertop/guestbook|guestbook]] &#124; [[User:Finnusertop/contributions|contribs]]) 22:29, 15 September 2014 (UTC)
::::::In my experience, those are sometimes, but not always, soft deletions. However in this case, they would probably be preferable. I think the talk page or draft would be the best solution, userfying would likely cause the content to get lost. --[[User:NickPenguin|<span style=""color:darkgreen;"">Nick</span>]][[User talk:NickPenguin|<span style=""color:darkblue;"">Penguin</span>]]<sub>([[Special:Contributions/NickPenguin|<span style=""color:blue;"">'''contribs'''</span>]])</sub> 23:09, 15 September 2014 (UTC)
:::::Much of the article, and almost all the timeline, is generally about the history of electronics rather than specifically that of consumer goods. We have other articles on electronics, which are the right places for such matters. [[User:Jim.henderson|Jim.henderson]] ([[User talk:Jim.henderson|talk]]) 11:44, 20 September 2014 (UTC)

:::'''Support split''' - Dumping all this into [[Timeline of electrical and electronic engineering]] is not going to improve that article. Leaving it here constitutes an [[WP:UNDUE]] issue. ~[[user talk:Kvng|KvnG]] 14:49, 23 September 2014 (UTC)

::So, I moved it, and indeed it made that bad article even worse, while making this dreadful (and to my mind more important) one less bad.  Questions of improving the other so it will be be only as bad as I found it, or beyond, can continue at [[Talk:Timeline of electrical and electronic engineering]].  [[User:Jim.henderson|Jim.henderson]] ([[User talk:Jim.henderson|talk]]) 21:23, 28 September 2014 (UTC)
"
Talk:Consumer electronics,Start of history,"[[Consumer_electronics#History]] seems to claim that consumer electronics started with the transistor. [[Electronics industry]] (and our new lead from there) claims that the [[Receiver (radio)]] was the first consumer electronics product. [http://encyclopedia.jrank.org/articles/pages/6483/Consumer-Electronics.html This] seems to support that contention. ~[[user talk:Kvng|KvnG]] 15:13, 23 September 2014 (UTC)
"
Talk:Consumer electronics,History of consumption,"
The History section seems focused on the production of the electronic in devices, and does not seems to include much background on how consumers purchased, and how producers commercialised to them. Also the introduction seems rather dense, and does seem to speak a lot about markets and historical timelines. It seems reasonable to move this down, and widen History to cover wider aspects of consuming media, information and entertainment via electronic devices. If you agree, would you suggest starting with the History or the Introduction, and how should either be developed? [[User:Artemgy|Artemgy]] ([[User talk:Artemgy|talk]]) 14:54, 28 January 2021 (UTC)
"
Talk:Consumer electronics,"In this context, ""consumer"" is meaningless","
This is a big problem, and I don't know how it can possibly be fixed because of its scope, but Wikipedia is full of this word. ""Consumer"" means ""one who consumes""{{snd}}and I have to wonder who's trying to ''consume'' (as in ''eat'') electronics. In these contexts, all that is really being communicated is ""it's something that people use""{{snd}}i.e. no useful information is being imparted. I have been trying my best to fix this but it's embedded too deep. See [https://www.gnu.org/philosophy/words-to-avoid.html#Consume https://www.gnu.org/philosophy/words-to-avoid.html#Consume] (and the entry below it, consumer). While this website is mostly talking about problems with the word related to software, it's not a term that we should be wanting to use to describe ourselves in the first place. Personally, I prefer ""individual"", but I can understand why corporations wouldn't want us to be using a word like that... [[User:DesertPipeline|DesertPipeline]] ([[User talk:DesertPipeline|talk]]) 13:03, 1 March 2021 (UTC)
"
Talk:Consumer electronics,Wiki Education assignment: HIST 463 Consumerism in Modern America,"{{dashboard.wikiedu.org assignment | course = Wikipedia:Wiki_Ed/University_of_Oregon/HIST_463_Consumerism_in_Modern_America_(Fall) | assignments = [[User:Alex Winetrout|Alex Winetrout]] | start_date = 2023-09-28 | end_date = 2023-12-15 }}

<span class=""wikied-assignment"" style=""font-size:85%;"">— Assignment last updated by [[User:Heinzam|Heinzam]] ([[User talk:Heinzam|talk]]) 19:57, 30 November 2023 (UTC)</span>"
Talk:Electricity generation,Pics,"The image placemnt on this aratile is very weird, their are images spaning to the bottom of the page , that do not relate to the choice of the other topics --[[User:Samnon_iceman|Samnon_iceman]] 19:56, 28/2/08 (Aus)
"
Talk:Electricity generation,Co-generation,"I have replaced the link from co-generation to combined heat and power as a page co-generation does not exist. --[[User:OnUrb|OnUrb]] 08:03, 2 Jun 2004 (UTC)

I think the Cogeneration section should be farther down the page, perhaps after Environmental Concerns.  Cogeneration is a subtopic of Electricity Generation, but far less prominent of a topic than Methods of generating electricity.  It may even be better to add a section and group Cogeneration with other topics of a similar nature, such as a discussion of the various remediation techniques used at modern coal fired power plants.  These are both sort of 'add-ons' to the idea of Electric Generation but really don't have anything to do with the actual topic. Thoughts?  [[User:Alexmead|Alexmead]] ([[User talk:Alexmead|talk]]) 04:28, 27 April 2014 (UTC)
"
Talk:Electricity generation,delivery,"I wonder if generation really is part of the delivery to customers. I can see how transmission and distribution are.

"
Talk:Electricity generation,What is the point of making the pie chart so small?,"[[User:Daniel.Cardenas|Daniel.Cardenas]] 16:16, 27 March 2007 (UTC)"
Talk:Electricity generation,Fuel cells,"Fuel cells should be included in the methods section.
[[User:Chulleman|Chulleman]] 06:29, 6 May 2007 (UTC)
: I believe fuel cells are more like a battery rather than a source of electricity. [[User:Daniel.Cardenas|Daniel.Cardenas]] 08:42, 6 May 2007 (UTC)
:: I think fuel cells and batteries both probably deserve a slot. [[User:Tarchon|Tarchon]] 22:13, 9 May 2007 (UTC)

:::Fuel cells are like batteries in that they convert chemical energy to electrical energy, but they are different because batteries rely on chemicals built into the cell, while fuel cells consume fuel provided by an external source. I could see fuel cells being included, because eventually they may have a role in commercial electric generation, but batteries have no potential for such use, due to their high cost. (In principle, rechargeable batteries could be used to store energy for use during times of high demand, or to replace solar and wind energy at night or when the wind is calm, but as far as I know, this is not done except in small installations that are not connected to the grid.) --[[User:Gerry Ashton|Gerry Ashton]] 23:09, 9 May 2007 (UTC)

:::: [http://www.eere.energy.gov/news/archive.cfm/pubDate=%7Bd%20'2003-09-24'%7D#6490 World's Largest Utility Battery System Installed in Alaska] ''""13,670 nickel-cadmium battery cells to generate up to 40 megawatts of power for about 7 minutes, or 27 megawatts of power for 15 minutes.""'' ie: 6.75 mW for an hour, 0.28 mW for a day.  Compare that to the 0.25 megawatt fuel cell installation mentioned above it, it's hydrogen must be generated somehow and at a substantial loss in the [[Fuel_cell#Efficiency|cyclic efficiency]] of about 25% (H2O+electricity -> H2 -> H20+electricity) where as batteries range from [[Battery_%28electricity%29#Conversion_to_energy|66% to 99%]].  Batteries have their place, but I don't consider fuel cells nor batteries electricity generation technology.  They are both electricity storage technologies, one far more expensive and inefficient, that being fuel cells. --[[User:D0li0|D0li0]] 07:17, 10 May 2007 (UTC)

Sometimes fuel cell hydrogen is generated by water electrolysis, but fuel cells can and do use hydrocarbon fuels from a variety of sources. Plus, some schemes use hydrogen extracted from hydrocarbon fuels rather than from water. I think drawing a line between ""storage"" and ""generation"" is pretty artificial anyway. By the storage criterion, I could argue that coal fired power plants should be excluded because they aren't generating electricity. The energy in coal was stored by plants 200 million years ago, after all. If you can hook a voltmeter up to it and the needle moves, it's generating electricity. [[User:Tarchon|Tarchon]] 17:26, 10 May 2007 (UTC)

: Perhaps you are right, both batteries and fuel cells do generate or produce electricity.  I do consider coal, oil, and natural gas stored solar energy, so strictly speaking the stars are the only energy generators in the universe.  All the more reason to use the most direct forms of solar energy (Heat, PV, Wind, Hydro).  Even the heavy atoms in nuclear fuels are solar byproducts.  Having been burning fossil fuels so intensively for the last century we are in effect reversing the photosynthetic processes that occurred over the past hundreds of millennium, essentially reversing the time/age/balance of the earth natural systems, which seems like a pretty dangerous experiment to me.  Anyway, I'm not sure if there's a point other than if a fuel cell section is added then I would also be inclined to add a battery section.  --[[User:D0li0|D0li0]] 18:35, 10 May 2007 (UTC)

::The lead paragraph of the article clearly indicates the article is about commercial electric generation, which would exclude off-grid small scale electric generation, such as generators in automobiles, batteries used in portable devices (e.g. iPods), etc. It might be useful to put links to articles about small-scale generation in the See also section, if there are any such articles.

::Considering the new information about use of batteries by a utility, I suppose that could go in this article. --[[User:Gerry Ashton|Gerry Ashton]] 18:40, 10 May 2007 (UTC)
::: Batteries are just as commercial as power plants. Duracell isn't giving them away after all. I get the sense that the original article was intended to be about utility power generation, but if the article was supposed to be about that, that's what it should have been called. If an article has a generic title like ""electricity generation,"" it should be about electricity generation in general, not just the particular type of electricity generation that the original contributor had in mind. When I wrote the ""Other Methods"" section I hadn't been thinking about fuel cells, but that doesn't necessarily imply that they shouldn't be in there. I think the important thing in the ""Other Methods"" is to point out that there are a lot of different technologies for generating electricity and to provide links to the various types for more information, along with some brief and broad description of their respective roles in the world. [[User:Tarchon|Tarchon]] 20:34, 10 May 2007 (UTC)

Mention of batteries and fuel cells do not belong in this article.  They are not methods of power generation, they are methods of chemical energy storage and transfer.  Power generation is the transfer of mechanical energy to electromagnetic energy.  [[User:KyuzoGator|KyuzoGator]] 00:19, 7 November 2007 (UTC)
:: I completely agree.  Batteries don't generate electricity, they store electricity. --[[User:Charlesreid1|Charlesreid1]] ([[User talk:Charlesreid1|talk]]) 20:32, 2 September 2008 (UTC)
"
Talk:Electricity generation,The Image of the Combined Cycle Gas Plant,"
It's a very high-resolution image of a bunch of very blurry lights at night.  Really, what was the point of adding that image to the article? [[User:KyuzoGator|KyuzoGator]] 00:14, 7 November 2007 (UTC)Yes.of course that is very important for new generation.
"
Talk:Electricity generation,Producers,"This graph has no source, it does not indicate units, and really says nothing at all.  It is poorly presented, justified and it should not be here unless it is complemented with the missing items.  1, 10, 100... what? percentage, MW, GW, what..???
--[[User:Orgoca|Orgoca]] ([[User talk:Orgoca|talk]]) 22:39, 28 November 2007 (UTC)

:If you click on the graph, you will find a reference to http://www.eia.doe.gov/emeu/international/electricitygeneration.html

:The units are TWh, which are almost certainly terawatt hours. --[[User:Gerry Ashton|Gerry Ashton]] ([[User talk:Gerry Ashton|talk]]) 22:50, 28 November 2007 (UTC)

::Perhaps an additional explanation of the units being used would be useful information to associate with the picture. --[[User:Charlesreid1|Charlesreid1]] ([[User talk:Charlesreid1|talk]]) 20:34, 2 September 2008 (UTC)
Why data on this page are so outdated. They come from 2008, while latest available are from 2015. World has changed since 2008, why not show data from 1998 or 1988 it is the same stone age in electricity generation world ?  <!-- Template:Unsigned IP --><small class=""autosigned"">—&nbsp;Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[Special:Contributions/80.110.34.112|80.110.34.112]] ([[User talk:80.110.34.112#top|talk]]) 19:02, 20 November 2016 (UTC)</small> <!--Autosigned by SineBot-->
"
Talk:Electricity generation,method efficiency,"
what is the efficiency of each of the methoods of producing electricity? (what precentage of the power source in mentioned is converted to elecrical power?)--[[Special:Contributions/217.132.238.135|217.132.238.135]] ([[User talk:217.132.238.135|talk]]) 12:25, 20 February 2008 (UTC)
: Possibly a good addition to the article but is it meaningful to compare efficiencies between disparate sources?  And what do you mean by ""efficiency""? What are you wanting to learn from the answer?  Saying that a solar panel is about 11% efficient at converting sunlight to electricity and a combined-cycle gas-turbine plant is 59% efficient at converting natural gas to electricity looks like information, but what really does it tell you? A hydro turbine may be 95% efficent at converting energy of falling water to electricity. I think it's only useful to compare efficiencies for the same primary energy source; then there's a correlation between efficiency and capital and operating costs. But you shouldn't compare apples and oranges, let alone apples and shiny round rocks. --[[User:Wtshymanski|Wtshymanski]] ([[User talk:Wtshymanski|talk]]) 14:50, 20 February 2008 (UTC)

Hi, just wanted to suggest updating the photovoltaic efficiency to 47% from 40%. This figure's literally in another Wikipedia article; kinda embarrassing.
(https://en.wikipedia.org/wiki/Solar_cell_efficiency#/media/File:CellPVeff(rev191101).png)
"
Talk:Electricity generation,Orbiting Solar Panels,"In October 2007, the National Security Space Office, part of the Department of Defense, and ShareSpace Foundation and former astronaut Buzz Aldrin issued a report which said that the price of oil was now high enough for us to study putting solar panels in orbit around the Earth to collect solar energy and beam it down to earth.  Shouldn't this article have a section on this or some mention of this?
rumjal 20:46, 28 April 2008 (UTC)
:Someone is going to study something is encyclopedic?  I don't think so.  Perhaps the results of the study might be notable. [[User:Daniel.Cardenas|Daniel.Cardenas]] ([[User talk:Daniel.Cardenas|talk]]) 23:01, 28 April 2008 (UTC)
:[[User:Attoman|Attoman]] ([[User talk:Attoman|talk]]) 01:57, 29 April 2008 (UTC) The orbiting panels are far to speculative as is the ""beam down"" energy transfer. A link to the ""Space Ladder"" is in order where such projects have resonance and are put properly into their 20 year plus perspective. [[User:Attoman|Attoman]] ([[User talk:Attoman|talk]]) 01:57, 29 April 2008 (UTC)
::Wikipedia already has a [[Solar power satellite]] article. The [[{{SUBJECTPAGENAME}}]] article cannot cover every possible technology for generating electricity. Even the individual sub-articles such as [[Solar energy]] and [[Wind power]] get so long that we have to split them up too. However, [[{{SUBJECTPAGENAME}}]] could use a [[WP:NAVBOX|navigation template]] which would direct the reader to more details on the various technologies for generating electricity. The main drawback of solar power satellite technology is the enormous time and investment necessary before it could yield any power, when we already have plenty of unused [[desert]] land and rooftops on which to install solar collectors much more quickly, and above all incrementally, with proven technology. There is almost always a huge difference between proven and unproven technologies. With a proven technology, the costs and time requirements are knowable with high confidence. With unproven technologies, the actual costs and time requirements may differ enormously from preliminary estimates. That's why private investors greatly prefer proven technologies, whereas only governments are typically able to gamble large sums on unproven technologies. Time may become extremely important if the dire predictions of [[peak oil]] proponents bear out (see for example the [[Hirsch report]]) - e.g., once the full scale of the liquid fuel shortage becomes clear (in the worst-case scenario of petroleum depletion), civilization may lack the time and fossil energy resources necessary to mount a huge program of space power development. Only options with rapid short-term energy payback will be feasible in such a scenario. --[[User:Teratornis|Teratornis]] ([[User talk:Teratornis|talk]]) 20:16, 29 August 2008 (UTC)
"
Talk:Electricity generation,Reference in caption,"I agree with the recent deletion of a statement from a caption, together with the citation, because the citation did not say anything about coal being clean and cheap. [[User:Daniel.Cardenas]] claimed in an edit summary that citations should go in the text, not the caption. I disagree with that, and if it had been the only reason for removing the statement, it would have been insufficient. --[[User:Gerry Ashton|Gerry Ashton]] ([[User talk:Gerry Ashton|talk]]) 20:56, 24 July 2008 (UTC)
:The statement seemed to me to be not NPOV and a promo for coal.  I understand why you deleted it.  There might be some truth in it, though, that might be worth of preserving.  If coal is a cheap source (or cheapest) it would be worth putting that back in the caption.  But I'd like to see a citation for it.  I never really thought about references in captions.  Thinking about it now, it seems to me something to avoid if possible, but tolerable. [[User:Diderot&#39;s dreams|Diderot&#39;s dreams]] ([[User talk:Diderot&#39;s dreams|talk]]) 15:47, 26 July 2008 (UTC)
"
Talk:Electricity generation,Tesla's Methods,"
It is reported that much of Tesla's research centered around the generation or ""capture"" of electricity from sources existing naturally around us.  Should these be added to the article? - [[User:KitchM|KitchM]] ([[User talk:KitchM|talk]]) 19:49, 4 June 2010 (UTC)
: It didn't, so please cite your sources. Tesla claimed a lot about ''transmission'', relatively little about generation. [[User:Andy Dingley|Andy Dingley]] ([[User talk:Andy Dingley|talk]]) 20:17, 4 June 2010 (UTC)
"
Talk:Electricity generation,Billion - replace with SI multiplier.,"
The article uses the multiplier ""billion"". Unfortunately this is not a standard multiplier and may be confusing since the US and the UK have used different values for the multiplier billion. It would be good if the multipliers were replaced with unambiguous SI multipliers such as Giga or Tera.

Worryingly the article seems to be using the old British value of 10^12 for Billion and not the currently accepted 10^9 which has I understand always been used in the US and is now I believe the most widely accepted in the UK.

I would  change it myself however the figures that use the Billion multiplier are not sourced and I cannot be sure what the true values are and I am not a subject expert.

[[User:Threebs|Threebs]] ([[User talk:Threebs|talk]]) 22:00, 7 November 2010 (UTC)
"
